epoch,acc,loss,val_acc,val_loss
0,0.03946443185359536,85.75795584240204,0.08299999944865703,143.77709579467773
1,0.25457049013851857,64.07264699905737,0.41900000274181365,71.60232963562012
2,0.46282081151782567,49.494580461204116,0.4189999997615814,71.43829116821288
3,0.4864350129589028,47.76288267167137,0.41500000059604647,62.834628677368165
4,0.4941403919146151,46.50222153922367,0.4199999988079071,72.52618865966797
5,0.4946384597296845,46.37691412147514,0.4159999996423721,57.60034370422363
6,0.49686510923262794,46.142270864166825,0.42000000178813934,70.44336433410645
7,0.496249849867125,46.318734181188525,0.4199999988079071,53.87755165100098
8,0.5004687647802475,45.82731680007804,0.42000000178813934,67.65984649658203
9,0.5019922630142581,45.32494708514641,0.4209999978542328,58.91200942993164
10,0.5068850309707964,45.298951275167326,0.4199999988079071,50.88846092224121
11,0.5031641827655903,44.960129950539134,0.4199999988079071,64.25106811523438
12,0.5001757860630768,45.21144722791345,0.42199999988079073,52.77246017456055
13,0.5042482102502626,44.640287172189424,0.4209999978542328,80.5528018951416
14,0.5012305132546152,45.29217536449712,0.42100000083446504,74.83395004272461
15,0.5004394658876447,44.739003277238474,0.4199999988079071,79.05740890502929
16,0.5032813750424838,44.95090278997436,0.4199999988079071,85.8439338684082
17,0.5057131112264495,44.793554632825504,0.42199999690055845,60.17635536193848
18,0.5035450572699577,44.21655628598199,0.42100000083446504,59.72594375610352
19,0.5033692687411081,44.399330290934415,0.42299999594688414,55.20152320861816
20,0.5071780118813174,44.372472700250675,0.425,55.345513916015626
21,0.506006091085699,44.613780859108196,0.42199999690055845,61.35152626037598
22,0.5050099580365888,44.252180830194284,0.4209999978542328,56.92079315185547
23,0.5068557329548351,44.53567427855702,0.4199999988079071,63.93631172180176
24,0.5054494275355778,44.618314431893594,0.4199999988079071,53.5524341583252
25,0.5091995754471617,44.2547359562669,0.4199999988079071,80.19505996704102
26,0.5053322364321965,43.813210512959465,0.42100000083446504,71.73923149108887
27,0.5034571633757481,44.27162662301801,0.42100000083446504,50.39954605102539
28,0.5062697729185096,44.130666936643934,0.42199999988079073,65.51033210754395
29,0.5093753629561732,43.79450321163981,0.4199999988079071,63.01474723815918
30,0.5073245010495563,43.882595661529464,0.4199999988079071,63.15642547607422
31,0.5088479974289984,44.043209268160226,0.42199999690055845,61.9365909576416
32,0.5052150423216901,43.771073694652706,0.4209999978542328,69.21589164733886
33,0.5046290835846103,44.29623369006581,0.42100000083446504,70.56972579956054
34,0.5050978525908991,44.270520878721065,0.4209999978542328,58.552045822143555
35,0.5061525805438234,44.24596207141597,0.4199999988079071,74.7942943572998
36,0.5072659066975724,44.209353892783355,0.4199999988079071,58.19720573425293
37,0.5052443417346898,44.23319463842739,0.4199999988079071,62.3957820892334
38,0.5060353892239012,44.21136839359345,0.42100000083446504,78.09348373413086
39,0.5064455610736515,43.96097614253013,0.42199999988079073,61.82917442321777
40,0.507910462165094,43.766210123954224,0.4199999988079071,69.45530700683594
41,0.5095511512580041,43.73394413054737,0.4209999978542328,74.52857322692871
42,0.5107230725181378,43.60257879002606,0.4199999988079071,61.73357315063477
43,0.507558885156291,43.81976097493187,0.4199999988079071,68.47021255493163
44,0.49944333524493306,44.376771084633354,0.42200000286102296,71.58417167663575
45,0.5090237866808155,43.67788547666526,0.42100000083446504,66.06647033691407
46,0.5064748591489869,43.61406971837465,0.42199999988079073,62.736002349853514
47,0.50553732252297,43.774292238066266,0.42199999690055845,70.39229202270508
48,0.5056545153307381,43.40467156182556,0.42299999892711637,63.46949234008789
49,0.5095218534411208,43.92826456449717,0.4209999978542328,65.67469444274903
50,0.5102543037214048,42.96571509963558,0.4199999988079071,71.13577880859376
51,0.5085550176850044,43.25331874772754,0.4209999978542328,71.34224128723145
52,0.5048634693014319,43.207025795961954,0.42100000083446504,65.6414291381836
53,0.5037794398259798,43.21996458230845,0.4199999988079071,74.62844429016113
54,0.5086722124171931,43.22772404581193,0.4199999988079071,61.73552207946777
55,0.5080862496461648,43.383214313512,0.4209999978542328,67.10160217285156
56,0.5087308065910545,43.245633260203206,0.42199999690055845,64.07427177429199
57,0.5085550188200982,42.90785216189878,0.4199999988079071,69.67762336730956
58,0.5075002894631503,43.01600068621097,0.4209999978542328,69.28651924133301
59,0.5068557344985626,43.29373909420388,0.4199999988079071,72.72488403320312
60,0.5072659059990532,42.89414078871055,0.4199999988079071,66.61356506347656
61,0.5068850302198883,42.79739742330464,0.4199999988079071,71.3209014892578
62,0.5109867544103225,43.131438119517924,0.4199999988079071,61.06191062927246
63,0.5109574572116287,43.03498510608608,0.4199999988079071,67.21527099609375
64,0.5094046615065018,43.124319459661905,0.4199999988079071,71.70284461975098
65,0.5066506477092699,42.764080657163234,0.42199999690055845,64.8114688873291
66,0.5131255100958934,42.45694121456113,0.42100000083446504,77.2978141784668
67,0.5105765814918378,42.835009096208886,0.4199999988079071,65.81949920654297
68,0.5087015083061633,42.86481389638395,0.42199999988079073,72.92280426025391
69,0.5089358928878911,42.89506472041399,0.4209999978542328,86.02722702026367
70,0.5096976415403811,42.560171510443155,0.42100000083446504,72.44483261108398
71,0.5093167670045804,42.76135657527418,0.42100000083446504,72.8138599395752
72,0.507031522363819,42.6408569955552,0.4209999978542328,79.0407485961914
73,0.5070315203520837,42.81140807543077,0.42199999690055845,65.23997077941894
74,0.5105765818655456,42.79954500353715,0.4199999988079071,77.59507331848144
75,0.5051271500829709,42.776367664281274,0.4199999988079071,81.47857666015625
76,0.5114262244297083,42.52798777443575,0.4209999978542328,79.9459228515625
77,0.5111332446333253,42.47578845643835,0.4199999988079071,85.46554832458496
78,0.5111332432118387,42.33540694235526,0.42199999988079073,73.2932071685791
79,0.5101371121919268,42.35853690278498,0.4199999988079071,82.26896018981934
80,0.505273639492199,42.759519764117755,0.4199999988079071,83.8251708984375
81,0.5072366078049695,42.6018241196993,0.4199999988079071,77.43077735900879
82,0.506474858446975,42.56639838746769,0.42100000083446504,77.94410438537598
83,0.5066213497771309,42.35318337707269,0.42299999594688414,81.3656665802002
84,0.5058303031121721,42.35130651427729,0.4209999978542328,79.14251022338867
85,0.5078811648127259,42.56139091488123,0.4199999988079071,88.50958480834962
86,0.5047169790504882,42.665586197291034,0.42299999892711637,80.59263038635254
87,0.5076467800633535,42.530392674618554,0.4199999988079071,79.75108261108399
88,0.5094632568748311,42.41658395454052,0.4209999978542328,74.67055282592773
89,0.5103714959528945,42.289866975305735,0.42299999892711637,83.39241790771484
90,0.510576581282282,42.13758584593296,0.42299999892711637,74.99991378784179
91,0.5087015083375966,42.191973988313855,0.4199999988079071,73.69493179321289
92,0.5118363972469077,42.07350770616593,0.4199999988079071,84.7549835205078
93,0.5060939857308169,42.46544674419929,0.4199999988079071,79.23518218994141
94,0.5078518653682929,42.18877499472085,0.42199999988079073,86.38751831054688
95,0.5122172693029652,42.19713907701168,0.42100000083446504,81.8066276550293
96,0.5106058795077991,42.1794784661685,0.42300000190734866,78.53966751098633
97,0.5103129006683875,42.2692548174463,0.4199999988079071,86.11220169067383
98,0.512803231022722,42.21731565594603,0.4199999988079071,93.63816528320312
99,0.5104593892882888,42.32430366490184,0.4199999988079071,82.94913444519042
100,0.5116899065070005,42.346865716467256,0.4199999988079071,91.06622009277343
101,0.5105179858545786,42.349054805058664,0.4209999978542328,90.07115097045899
102,0.5108695616025544,42.46129630216328,0.42599999606609346,82.37272720336914
103,0.5077053748239712,42.38645655136797,0.42199999690055845,87.94872131347657
104,0.5122758677273161,42.231299256266986,0.4209999978542328,85.86341667175293
105,0.5074709918802709,42.0450258636117,0.4209999978542328,76.80035400390625
106,0.5113969257431685,42.153140800437626,0.4199999988079071,95.88663024902344
107,0.5131255089049181,42.33804372342435,0.4199999988079071,84.02325859069825
108,0.5104886888200368,42.07941794498828,0.4199999988079071,88.24943313598632
109,0.5111918388421128,42.18660176195685,0.4199999988079071,91.71526184082032
110,0.5100199194365477,42.01026480046747,0.4199999988079071,93.08879776000977
111,0.5109574560730423,42.11333932164656,0.42199999690055845,84.64749069213867
112,0.5123637602175021,42.2655899667466,0.4209999978542328,81.13027076721191
113,0.5112504361348625,42.01881661186545,0.4209999978542328,87.79341888427734
114,0.5111625416050004,42.083100483982754,0.4209999978542328,81.80941276550293
115,0.5105765819458753,41.94744534494169,0.4199999988079071,83.4748306274414
116,0.5097269403142358,42.121815019037776,0.4209999978542328,84.99836006164551
117,0.5079690584065724,42.26332582656823,0.42299999892711637,84.91479034423828
118,0.511338330315465,42.20936050602801,0.42199999690055845,84.53556213378906
119,0.5118949921472291,42.104746623739445,0.4209999978542328,96.63066864013672
120,0.5129790197611275,41.936550118475296,0.42199999690055845,89.37870941162109
121,0.5118949931111856,41.95272679777647,0.42199999988079073,75.96340827941894
122,0.5096683439819499,42.23701382856862,0.4199999988079071,97.61616592407226
123,0.5064748582444045,42.3602456676573,0.4199999988079071,94.01708908081055
124,0.508115549038209,41.65315739121901,0.4209999978542328,88.66051025390625
125,0.506240475070193,41.95996064289253,0.4199999988079071,95.16183624267578
126,0.5097269380754818,42.02315306297489,0.42199999690055845,93.625830078125
127,0.5105179856205747,41.62084055813063,0.4199999988079071,99.92013473510742
0,0.00012315270660692834,2196.140666567046,0.0,99.26403274536133
1,0.05911330011182377,133.15896952210977,0.45000000298023224,93.04669036865235
2,0.26096059130550603,96.40620758733138,0.45000000298023224,93.04685802459717
3,0.3991379304766068,89.18943264214276,0.45000000298023224,93.04700222015381
4,0.4599753663017245,87.93937425660383,0.45000000298023224,93.04698677062989
5,0.48411329707195017,86.82939054930739,0.45000000298023224,93.047336769104
6,0.49618226253046777,86.18668352324387,0.45000000298023224,93.04696884155274
7,0.52007388936475,85.5152959118923,0.45000000298023224,93.04699420928955
8,0.5365763505544568,85.5117612848141,0.45000000298023224,93.04700050354003
