epoch,acc,loss,val_acc,val_loss
0,0.0,73103.037983145157,0.0,54385.215429687501
1,0.0,38556.307237651956,0.0,28266.844628906249
2,0.0,25949.497097437277,0.0,22783.494433593751
3,0.0,23117.579249022663,0.0,21669.896093750001
4,0.0,22072.970641830045,0.0,21670.421191406251
5,0.0,21715.537774742308,0.0,21145.255859375
6,0.0,21552.165960107272,0.0,20993.754980468751
7,0.0,21429.719599674896,0.0,20639.917578125001
8,0.0,21412.019306642738,0.0,20654.968652343749
9,0.00014428973056031428,21359.821194442815,0.0,20729.6650390625
10,7.2144865280157142e-05,21350.858087946846,0.0,20364.031640624999
11,0.0,21313.377925671623,0.0,20120.831152343751
12,0.0,21285.832853166034,0.0,20543.464257812499
13,0.0,21252.429777540176,0.0,20279.200781250001
14,0.0,21212.235412787002,0.0,20163.289843750001
15,7.2144865280157142e-05,21180.500167680453,0.0,20267.91162109375
16,0.0,21164.874603766864,0.0,20302.087988281251
17,0.0,21067.3533204675,0.0,20066.868066406249
18,0.0,21013.715329600589,0.0,19970.051953124999
19,7.2144865280157142e-05,20917.208467383756,0.0,20030.719531250001
20,0.00014428973056031428,20825.190215155155,0.0,19895.674902343751
21,7.2144865280157142e-05,20742.344023079593,0.0,20020.734472656251
22,0.0,20632.576861760288,0.0,19891.17431640625
23,0.0,20507.421027297813,0.0,20051.808886718751
24,0.0,20450.556019925509,0.0,19627.08056640625
25,0.0,20320.131347057391,0.0,19653.118750000001
26,0.0,20215.562899755834,0.0,19756.211621093749
27,0.00014428973056031428,20107.111343061242,0.0,19486.263964843751
28,0.0,20009.568772657996,0.0,19624.546484375001
29,0.0,19933.732798521931,0.0,19585.148828124999
30,0.0,19867.391881757943,0.0,19393.767968749999
31,0.0,19797.064674350469,0.0,19579.846582031249
32,0.0,19736.029447082867,0.0,19388.876660156249
33,0.0,19682.648010830748,0.0,19427.236425781251
34,0.0,19601.192033713072,0.0,19303.044921875
35,0.0,19552.776893267306,0.0,19498.2041015625
36,7.2144865280157142e-05,19506.275868443834,0.0,19596.601269531249
37,7.2144865280157142e-05,19476.444184813732,0.0,19595.582714843749
38,0.0,19412.118671965181,0.0,19504.256640625001
39,0.0,19361.862987034216,0.0,19707.2900390625
40,7.2144865280157142e-05,19314.564897830467,0.0,19455.482128906249
41,0.0,19298.785864735139,0.0,19750.599804687499
42,0.0,19254.175553965488,0.0,19691.945605468751
43,0.0,19217.968944593871,0.0,19436.029003906249
44,0.0,19166.345303932798,0.0,19610.795019531251
45,0.00014428973056031428,19134.113791477663,0.0,19474.927929687499
46,0.0,19096.700244137101,0.0,19736.924999999999
47,0.0,19089.629230901901,0.0,19594.955175781251
48,0.0,19034.251500387778,0.0,19942.335742187501
49,0.0,18982.865571285893,0.0,19672.598437500001
50,0.0,18944.86021283863,0.0,19480.570507812499
51,0.0,18912.967496482939,0.0,19435.913671875001
52,7.2144865280157142e-05,18874.391058855555,0.0,19512.26806640625
53,0.0,18854.968391107468,0.0,19362.62890625
54,0.0,18823.30823415293,0.0,19514.123144531251
55,7.2144865280157142e-05,18819.121588336882,0.0,19821.496289062499
56,0.0,18743.024468241605,0.0,19494.082226562499
57,0.0,18698.707058304324,0.0,19397.8359375
58,0.0,18703.719446367057,0.0,19708.937792968751
59,0.0,18634.40118816396,0.0,19282.6279296875
60,7.2144865280157142e-05,18600.368419599054,0.0,19607.15673828125
61,0.0,18555.195000670723,0.0,19510.407128906249
62,0.0,18519.143404056907,0.0,19528.981542968751
63,0.0,18489.413314560639,0.0,19307.040917968749
64,7.2144865280157142e-05,18437.820110156194,0.0,19304.6328125
65,0.0,18378.309796258385,0.0,19403.975488281249
66,7.2144865280157142e-05,18383.332932285841,0.0,19151.532421874999
67,0.0,18351.897972081064,0.0,19516.371679687501
68,0.0,18293.787541680569,0.0,19188.166015625
69,0.0,18244.458049028075,0.0,19297.77783203125
70,0.0,18256.228355905845,0.0,19225.29833984375
71,0.0,18216.91390087859,0.0,19095.742285156251
72,0.0,18164.636881357765,0.0,19160.718066406251
73,0.0,18120.457143976353,0.0,19004.685937499999
74,0.0,18087.370188557372,0.0,19177.040234374999
75,7.2144865280157142e-05,18078.593132823207,0.0,19197.126855468749
76,0.0,17981.534637286044,0.0,19238.074023437501
77,0.0,18056.926374754257,0.0,19385.099511718749
78,0.0,17943.465695679424,0.0,18861.644140625001
79,7.2144865280157142e-05,17964.539920981642,0.0,19581.056347656249
80,0.0,17938.101654231072,0.0,18985.128320312499
81,0.0,17845.081310787686,0.0,19448.241992187501
82,7.2144865280157142e-05,17875.726056358668,0.0,18868.873437499999
83,0.0,17837.373677578955,0.00099999997764825825,19129.256640625001
84,0.00021643459584047144,17843.269283533835,0.0,19248.875195312499
85,0.0,17708.556426304018,0.0,19159.444921875001
86,0.0,17723.18460208724,0.0,18970.26953125
87,0.0,17689.419663449833,0.0,18996.40771484375
88,7.2144865280157142e-05,17682.171822300428,0.0,18896.411328124999
89,0.0,17705.10187757016,0.0,18971.83154296875
90,7.2144865280157142e-05,17638.63800432362,0.0,19294.46875
91,0.0,17643.980439722964,0.0,18969.291601562501
92,0.00014428973056031428,17612.832768480359,0.0,19345.692187500001
93,0.0,17552.714447516864,0.0,19098.922265624999
94,0.0,17607.482813176357,0.0,19119.438085937501
95,0.0,17515.925682121262,0.0,19166.881542968749
96,0.0,17509.615061269593,0.0,19032.31884765625
97,0.0,17447.157894959328,0.0,18813.917773437501
