epoch,acc,loss,val_acc,val_loss
0,0.12809481975132692,48.666276769328263,0.090000001341104502,47.500928497314455
1,0.22458296792485194,27.725786661243522,0.27200000435113908,44.241242218017575
2,0.39315188823298891,26.24763130409033,0.29000000208616256,42.291636657714847
3,0.49631255080136844,24.973868800423666,0.3560000002384186,41.193158531188963
4,0.53590868846484707,24.005708828424549,0.41500000059604647,40.942421531677248
5,0.54890254257644233,23.498290925197583,0.42099999785423281,42.221819877624512
6,0.55381913855998954,23.477086538594474,0.4209999918937683,42.087378692626956
7,0.5611062335591237,23.395745293313311,0.41699999570846558,40.889461326599118
8,0.5623353767855529,22.6487493942033,0.42399999499320984,40.52249813079834
9,0.56347673330734027,22.485312136146874,0.42499999701976776,41.167905044555667
10,0.56426690077970065,22.198679926523102,0.42599999606609346,40.053677177429201
11,0.56523265683724233,21.781970910799931,0.42800000309944153,42.012063980102539
12,0.56602282593185382,21.899338436712814,0.42199999988079073,39.32636127471924
13,0.56777874956641727,21.744710858607103,0.42399999499320984,39.270621109008786
14,0.56549604766927752,21.710952616449614,0.42099999487400053,38.336309242248532
15,0.56742756684900275,21.501427559186954,0.42099999487400053,38.929532432556151
16,0.56584723185195118,21.295276047369175,0.42299999594688414,37.902044486999515
17,0.56672519319825676,21.454463185083458,0.42699999809265138,43.335912513732907
18,0.56725197428668983,21.278556738326799,0.42299999892711637,38.414792442321776
19,0.5672519736063909,21.104829116700721,0.42300000190734866,39.417858695983888
20,0.5676031591496622,20.932546551966478,0.42299999892711637,40.603943061828616
21,0.56628621451366978,20.747977631043927,0.42399999797344207,38.745182418823241
22,0.56769095485518128,20.663542696422816,0.42099999785423281,39.14586772918701
23,0.56681299324722223,20.688022476209685,0.42300000190734866,37.960972213745116
24,0.56760315642846693,20.331909427525602,0.42399999797344207,38.098849678039549
25,0.56821773327474956,20.259717548594754,0.42499999701976776,37.849470710754396
26,0.56654960163022683,20.205302972768461,0.41999999880790712,37.851716041564941
27,0.56637400953888994,20.174307175955299,0.4280000001192093,37.678845214843747
28,0.56690078586523107,20.27588555936336,0.42499999701976776,38.210774230957028
29,0.56707638277099048,20.072661682008338,0.42499999701976776,37.899833297729494
30,0.56628621393803236,20.102693686682056,0.4179999977350235,39.872715950012207
31,0.56839332285421373,19.72903146149298,0.41899999380111697,38.641235923767091
32,0.56611062278864777,19.684408003662217,0.41999999582767489,37.643575191497803
33,0.56646180733763618,19.75951821391681,0.42099999487400053,38.865546226501465
34,0.56733976894559512,19.756450854025985,0.42199999690055845,39.138451766967776
35,0.56742756365683122,19.871441384801958,0.42399999797344207,38.182583999633792
36,0.56742756334284716,19.412527420941522,0.41599999070167543,38.099943923950192
37,0.56769095632044031,19.564831133366049,0.42099999785423281,38.263646316528323
38,0.56751536085377463,19.510658302675537,0.42899999618530271,39.35385437011719
39,0.56751536004264902,19.396706597024249,0.4169999986886978,38.96837406158447
40,0.56786654809779302,19.130557548382285,0.41899999976158142,39.323460769653323
41,0.56839332672668408,19.141708724848318,0.42199999690055845,41.188224411010744
42,0.56786654642321122,19.087575294554913,0.41999999582767489,38.090556430816648
43,0.56795434223339158,19.240038802269993,0.42099999487400053,39.9023738861084
44,0.567954343803312,18.788636220139928,0.41599999368190765,39.014286994934082
