wattHours,predictedWattHours,created
260.0,327.086,2017-11-27T19:30:00.000Z
232.0,391.893,2017-11-27T20:00:00.000Z
293.0,402.686,2017-11-27T20:30:00.000Z
525.0,374.526,2017-11-27T21:00:00.000Z
538.0,338.679,2017-11-27T21:30:00.000Z
492.0,343.926,2017-11-27T22:00:00.000Z
441.0,316.097,2017-11-27T22:30:00.000Z
532.0,402.365,2017-11-27T23:00:00.000Z
464.0,455.409,2017-11-27T23:30:00.000Z
492.0,398.238,2017-11-28T00:00:00.000Z
79.0,13.3928,2017-11-28T04:30:00.000Z
53.0,2.56448,2017-11-28T05:00:00.000Z
27.0,13.3075,2017-11-28T05:30:00.000Z
12.0,-7.5515,2017-11-28T06:00:00.000Z
-1.0,-14.4681,2017-11-28T06:30:00.000Z
0.0,12.6662,2017-11-28T07:00:00.000Z
0.0,14.0728,2017-11-28T07:30:00.000Z
0.0,3.32874,2017-11-28T08:00:00.000Z
0.0,8.2146,2017-11-28T08:30:00.000Z
0.0,-1.92857,2017-11-28T09:00:00.000Z
0.0,1.1021,2017-11-28T09:30:00.000Z
0.0,-17.2849,2017-11-28T10:00:00.000Z
0.0,-17.0658,2017-11-28T10:30:00.000Z
0.0,-30.5044,2017-11-28T11:00:00.000Z
0.0,-28.2848,2017-11-28T11:30:00.000Z
0.0,-21.1086,2017-11-28T12:00:00.000Z
0.0,-20.3145,2017-11-28T12:30:00.000Z
0.0,-11.745,2017-11-28T13:00:00.000Z
0.0,-9.42021,2017-11-28T13:30:00.000Z
0.0,-5.41936,2017-11-28T14:00:00.000Z
0.0,-4.12918,2017-11-28T14:30:00.000Z
0.0,5.58903,2017-11-28T15:00:00.000Z
0.0,6.27391,2017-11-28T15:30:00.000Z
0.0,-6.97305,2017-11-28T16:00:00.000Z
0.0,-3.17947,2017-11-28T16:30:00.000Z
0.0,17.7501,2017-11-28T17:00:00.000Z
8.0,50.5552,2017-11-28T17:30:00.000Z
95.0,284.198,2017-11-28T18:00:00.000Z
346.0,388.61,2017-11-28T18:30:00.000Z
409.0,389.461,2017-11-28T19:00:00.000Z
440.0,392.431,2017-11-28T19:30:00.000Z
271.0,399.476,2017-11-28T20:00:00.000Z
262.0,377.042,2017-11-28T20:30:00.000Z
236.0,372.139,2017-11-28T21:00:00.000Z
207.0,397.744,2017-11-28T21:30:00.000Z
256.0,369.511,2017-11-28T22:00:00.000Z
337.0,409.394,2017-11-28T22:30:00.000Z
480.0,387.116,2017-11-28T23:00:00.000Z
375.0,371.01,2017-11-28T23:30:00.000Z
465.0,406.474,2017-11-29T00:00:00.000Z
397.0,397.402,2017-11-29T00:30:00.000Z
468.0,402.646,2017-11-29T01:00:00.000Z
430.0,389.651,2017-11-29T01:30:00.000Z
380.0,406.992,2017-11-29T02:00:00.000Z
318.0,354.083,2017-11-29T02:30:00.000Z
252.0,322.798,2017-11-29T03:00:00.000Z
179.0,208.226,2017-11-29T03:30:00.000Z
111.0,117.438,2017-11-29T04:00:00.000Z
56.0,71.5792,2017-11-29T04:30:00.000Z
37.0,44.51,2017-11-29T05:00:00.000Z
8.0,27.1101,2017-11-29T05:30:00.000Z
-1.0,-20.7367,2017-11-29T06:00:00.000Z
0.0,-20.5335,2017-11-29T06:30:00.000Z
0.0,-9.41888,2017-11-29T07:00:00.000Z
0.0,-7.48346,2017-11-29T07:30:00.000Z
0.0,-6.47102,2017-11-29T08:00:00.000Z
0.0,-3.48429,2017-11-29T08:30:00.000Z
0.0,-18.5249,2017-11-29T09:00:00.000Z
0.0,-17.15,2017-11-29T09:30:00.000Z
0.0,-16.9203,2017-11-29T10:00:00.000Z
0.0,-14.4999,2017-11-29T10:30:00.000Z
0.0,11.4628,2017-11-29T11:00:00.000Z
0.0,13.5907,2017-11-29T11:30:00.000Z
0.0,3.0869,2017-11-29T12:00:00.000Z
0.0,3.80108,2017-11-29T12:30:00.000Z
0.0,-5.15043,2017-11-29T13:00:00.000Z
0.0,-4.81443,2017-11-29T13:30:00.000Z
0.0,-7.10977,2017-11-29T14:00:00.000Z
0.0,-8.04124,2017-11-29T14:30:00.000Z
0.0,22.936,2017-11-29T15:00:00.000Z
0.0,25.5259,2017-11-29T15:30:00.000Z
0.0,12.518,2017-11-29T16:00:00.000Z
0.0,14.6248,2017-11-29T16:30:00.000Z
0.0,21.3229,2017-11-29T17:00:00.000Z
31.0,25.2958,2017-11-29T17:30:00.000Z
95.0,130.599,2017-11-29T18:00:00.000Z
148.0,317.514,2017-11-29T18:30:00.000Z
132.0,313.64,2017-11-29T19:00:00.000Z
177.0,316.611,2017-11-29T19:30:00.000Z
343.0,388.007,2017-11-29T20:00:00.000Z
298.0,388.578,2017-11-29T20:30:00.000Z
206.0,422.842,2017-11-29T21:00:00.000Z
195.0,445.206,2017-11-29T21:30:00.000Z
153.0,448.644,2017-11-29T22:00:00.000Z
