wattHours,predictedWattHours,created
3685.0,5347.18,2017-06-09T19:00:00.000Z
3063.0,2625.02,2017-06-09T20:00:00.000Z
730.0,290.368,2017-06-09T21:00:00.000Z
24.0,-497.581,2017-06-09T22:00:00.000Z
634.0,-127.317,2017-06-10T00:00:00.000Z
2566.0,4187.07,2017-06-10T01:00:00.000Z
5108.0,5675.82,2017-06-10T02:00:00.000Z
5062.0,5293.25,2017-06-10T03:00:00.000Z
5091.0,5471.06,2017-06-10T04:00:00.000Z
5110.0,6618.73,2017-06-10T05:00:00.000Z
4799.0,5657.06,2017-06-10T19:00:00.000Z
4818.0,8041.64,2017-06-10T20:00:00.000Z
5078.0,6867.56,2017-06-10T21:00:00.000Z
5013.0,6567.79,2017-06-10T22:00:00.000Z
4738.0,6137.78,2017-06-10T23:00:00.000Z
4807.0,5362.48,2017-06-11T00:00:00.000Z
4105.0,4698.45,2017-06-11T01:00:00.000Z
1646.0,1074.81,2017-06-11T02:00:00.000Z
30.0,-444.25,2017-06-11T03:00:00.000Z
0.0,-814.116,2017-06-11T04:00:00.000Z
972.0,-89.285,2017-06-11T05:00:00.000Z
4062.0,4381.5,2017-06-11T19:00:00.000Z
8138.0,8210.27,2017-06-11T20:00:00.000Z
10723.0,12817.3,2017-06-11T21:00:00.000Z
11821.0,14413.1,2017-06-11T22:00:00.000Z
13755.0,13571.5,2017-06-11T23:00:00.000Z
13107.0,18094.0,2017-06-12T00:00:00.000Z
13544.0,13626.0,2017-06-12T01:00:00.000Z
16689.0,15509.4,2017-06-12T02:00:00.000Z
14995.0,17019.4,2017-06-12T03:00:00.000Z
11783.0,11878.5,2017-06-12T04:00:00.000Z
10798.0,4534.63,2017-06-12T05:00:00.000Z
6119.0,2828.24,2017-06-12T19:00:00.000Z
1650.0,653.622,2017-06-12T20:00:00.000Z
44.0,-598.183,2017-06-12T21:00:00.000Z
2.0,-813.723,2017-06-12T22:00:00.000Z
928.0,16.8367,2017-06-12T23:00:00.000Z
2175.0,4159.01,2017-06-13T00:00:00.000Z
3507.0,8024.27,2017-06-13T01:00:00.000Z
9328.0,14459.4,2017-06-13T02:00:00.000Z
10625.0,9266.17,2017-06-13T03:00:00.000Z
7029.0,17382.1,2017-06-13T04:00:00.000Z
6344.0,20994.9,2017-06-13T05:00:00.000Z
6680.0,17820.0,2017-06-13T19:00:00.000Z
10648.0,17576.9,2017-06-13T20:00:00.000Z
6621.0,17000.3,2017-06-13T21:00:00.000Z
1873.0,14241.8,2017-06-13T22:00:00.000Z
1878.0,10462.3,2017-06-13T23:00:00.000Z
1300.0,6702.51,2017-06-14T00:00:00.000Z
699.0,1156.72,2017-06-14T01:00:00.000Z
21.0,-226.971,2017-06-14T02:00:00.000Z
0.0,-814.116,2017-06-14T03:00:00.000Z
574.0,-76.6012,2017-06-14T04:00:00.000Z
4570.0,4210.85,2017-06-14T05:00:00.000Z
8153.0,7846.69,2017-06-14T19:00:00.000Z
