wattHours,predictedWattHours,created
698.0,660.042,2017-06-09T17:00:00.000Z
431.0,357.185,2017-06-09T18:00:00.000Z
167.0,169.798,2017-06-09T19:00:00.000Z
45.0,67.3425,2017-06-09T20:00:00.000Z
-1.0,7.85611,2017-06-09T21:00:00.000Z
-2.35367281221e-14,4.47075,2017-06-09T22:00:00.000Z
-2.35367281221e-14,5.36459,2017-06-09T23:00:00.000Z
-2.35367281221e-14,5.45172,2017-06-10T00:00:00.000Z
-2.35367281221e-14,5.72715,2017-06-10T01:00:00.000Z
-2.35367281221e-14,4.03013,2017-06-10T02:00:00.000Z
-2.35367281221e-14,5.18696,2017-06-10T03:00:00.000Z
-2.35367281221e-14,6.02782,2017-06-10T04:00:00.000Z
-2.35367281221e-14,6.71987,2017-06-10T05:00:00.000Z
-2.35367281221e-14,6.89227,2017-06-10T06:00:00.000Z
31.0,14.1981,2017-06-10T07:00:00.000Z
243.0,347.856,2017-06-10T08:00:00.000Z
309.0,499.557,2017-06-10T09:00:00.000Z
642.0,713.383,2017-06-10T10:00:00.000Z
400.0,863.717,2017-06-10T11:00:00.000Z
241.0,813.08,2017-06-10T13:00:00.000Z
115.0,574.094,2017-06-10T14:00:00.000Z
435.0,909.013,2017-06-10T15:00:00.000Z
996.0,100.518,2017-06-10T16:00:00.000Z
505.0,479.341,2017-06-10T17:00:00.000Z
362.0,372.935,2017-06-10T18:00:00.000Z
286.0,124.496,2017-06-10T19:00:00.000Z
38.0,9.54732,2017-06-10T20:00:00.000Z
-2.35367281221e-14,4.47075,2017-06-10T21:00:00.000Z
-2.35367281221e-14,5.36459,2017-06-10T22:00:00.000Z
-2.35367281221e-14,5.45172,2017-06-10T23:00:00.000Z
-2.35367281221e-14,5.72715,2017-06-11T00:00:00.000Z
-2.35367281221e-14,7.50412,2017-06-11T01:00:00.000Z
-2.35367281221e-14,7.69784,2017-06-11T02:00:00.000Z
-2.35367281221e-14,8.016,2017-06-11T03:00:00.000Z
-2.35367281221e-14,8.48659,2017-06-11T04:00:00.000Z
-2.35367281221e-14,8.05354,2017-06-11T05:00:00.000Z
10.0,25.4281,2017-06-11T06:00:00.000Z
195.0,296.398,2017-06-11T07:00:00.000Z
213.0,708.932,2017-06-11T08:00:00.000Z
920.0,720.162,2017-06-11T09:00:00.000Z
627.0,676.011,2017-06-11T10:00:00.000Z
857.0,635.044,2017-06-11T11:00:00.000Z
797.0,591.243,2017-06-11T13:00:00.000Z
700.0,878.72,2017-06-11T14:00:00.000Z
945.0,591.404,2017-06-11T15:00:00.000Z
704.0,405.12,2017-06-11T16:00:00.000Z
432.0,325.136,2017-06-11T17:00:00.000Z
155.0,188.915,2017-06-11T18:00:00.000Z
25.0,73.8324,2017-06-11T19:00:00.000Z
-2.35367281221e-14,10.5684,2017-06-11T20:00:00.000Z
-2.35367281221e-14,-2.59767,2017-06-11T21:00:00.000Z
-2.35367281221e-14,-1.40568,2017-06-11T22:00:00.000Z
-2.35367281221e-14,-0.164034,2017-06-11T23:00:00.000Z
-2.35367281221e-14,2.46422,2017-06-12T00:00:00.000Z
-2.35367281221e-14,4.03013,2017-06-12T01:00:00.000Z
-2.35367281221e-14,5.18696,2017-06-12T02:00:00.000Z
-2.35367281221e-14,6.02782,2017-06-12T03:00:00.000Z
-2.35367281221e-14,6.71987,2017-06-12T04:00:00.000Z
-2.35367281221e-14,6.89227,2017-06-12T05:00:00.000Z
-1.0,46.5407,2017-06-12T06:00:00.000Z
413.0,311.948,2017-06-12T07:00:00.000Z
818.0,307.411,2017-06-12T08:00:00.000Z
1050.0,608.815,2017-06-12T09:00:00.000Z
1172.0,644.275,2017-06-12T10:00:00.000Z
761.0,616.26,2017-06-12T11:00:00.000Z
1178.0,524.812,2017-06-12T13:00:00.000Z
1080.0,657.511,2017-06-12T14:00:00.000Z
924.0,557.466,2017-06-12T15:00:00.000Z
711.0,400.457,2017-06-12T16:00:00.000Z
441.0,280.486,2017-06-12T17:00:00.000Z
162.0,169.382,2017-06-12T18:00:00.000Z
32.0,73.78,2017-06-12T19:00:00.000Z
2.0,-0.585945,2017-06-12T20:00:00.000Z
-2.35367281221e-14,-2.59767,2017-06-12T21:00:00.000Z
-2.35367281221e-14,-1.40568,2017-06-12T22:00:00.000Z
-2.35367281221e-14,-0.164034,2017-06-12T23:00:00.000Z
-2.35367281221e-14,2.46422,2017-06-13T00:00:00.000Z
-2.35367281221e-14,4.03013,2017-06-13T01:00:00.000Z
-2.35367281221e-14,5.18696,2017-06-13T02:00:00.000Z
-2.35367281221e-14,6.02782,2017-06-13T03:00:00.000Z
-2.35367281221e-14,6.71987,2017-06-13T04:00:00.000Z
-2.35367281221e-14,6.89227,2017-06-13T05:00:00.000Z
1.0,14.1981,2017-06-13T06:00:00.000Z
459.0,131.899,2017-06-13T07:00:00.000Z
847.0,287.379,2017-06-13T08:00:00.000Z
1026.0,335.275,2017-06-13T09:00:00.000Z
1128.0,483.381,2017-06-13T10:00:00.000Z
1143.0,706.218,2017-06-13T11:00:00.000Z
1149.0,836.557,2017-06-13T13:00:00.000Z
1058.0,704.469,2017-06-13T14:00:00.000Z
905.0,633.007,2017-06-13T15:00:00.000Z
703.0,546.985,2017-06-13T16:00:00.000Z
437.0,306.311,2017-06-13T17:00:00.000Z
174.0,165.861,2017-06-13T18:00:00.000Z
116.0,97.202,2017-06-13T19:00:00.000Z
38.0,19.1118,2017-06-13T20:00:00.000Z
-1.0,-2.59767,2017-06-13T21:00:00.000Z
-2.35367281221e-14,-1.40568,2017-06-13T22:00:00.000Z
-2.35367281221e-14,-0.164034,2017-06-13T23:00:00.000Z
-2.35367281221e-14,2.46422,2017-06-14T00:00:00.000Z
-2.35367281221e-14,4.03013,2017-06-14T01:00:00.000Z
-2.35367281221e-14,5.18696,2017-06-14T02:00:00.000Z
-2.35367281221e-14,6.02782,2017-06-14T03:00:00.000Z
-2.35367281221e-14,6.71987,2017-06-14T04:00:00.000Z
-2.35367281221e-14,6.89227,2017-06-14T05:00:00.000Z
-1.0,38.0367,2017-06-14T06:00:00.000Z
446.0,224.996,2017-06-14T07:00:00.000Z
843.0,689.405,2017-06-14T08:00:00.000Z
1001.0,782.423,2017-06-14T09:00:00.000Z
1101.0,809.847,2017-06-14T10:00:00.000Z
1141.0,653.068,2017-06-14T11:00:00.000Z
1121.0,1108.34,2017-06-14T13:00:00.000Z
1060.0,907.061,2017-06-14T14:00:00.000Z
925.0,856.42,2017-06-14T15:00:00.000Z
695.0,635.92,2017-06-14T16:00:00.000Z
431.0,372.332,2017-06-14T17:00:00.000Z
161.0,124.836,2017-06-14T18:00:00.000Z
32.0,38.0682,2017-06-14T19:00:00.000Z
3.0,-1.84587,2017-06-14T20:00:00.000Z
-1.0,-2.59767,2017-06-14T21:00:00.000Z
-2.35367281221e-14,-1.40568,2017-06-14T22:00:00.000Z
-2.35367281221e-14,-0.164034,2017-06-14T23:00:00.000Z
-2.35367281221e-14,2.46422,2017-06-15T00:00:00.000Z
-2.35367281221e-14,4.03013,2017-06-15T01:00:00.000Z
-2.35367281221e-14,5.18696,2017-06-15T02:00:00.000Z
-2.35367281221e-14,6.02782,2017-06-15T03:00:00.000Z
-2.35367281221e-14,6.71987,2017-06-15T04:00:00.000Z
-2.35367281221e-14,6.89227,2017-06-15T05:00:00.000Z
13.0,28.416,2017-06-15T06:00:00.000Z
135.0,301.511,2017-06-15T07:00:00.000Z
507.0,674.079,2017-06-15T08:00:00.000Z
759.0,605.418,2017-06-15T09:00:00.000Z
1033.0,772.884,2017-06-15T10:00:00.000Z
908.0,979.151,2017-06-15T11:00:00.000Z
1217.0,832.546,2017-06-15T13:00:00.000Z
1070.0,920.544,2017-06-15T14:00:00.000Z
182.0,78.9629,2017-06-15T15:00:00.000Z
62.0,36.9511,2017-06-15T16:00:00.000Z
25.0,6.81572,2017-06-15T17:00:00.000Z
-1.0,4.47075,2017-06-15T18:00:00.000Z
-2.35367281221e-14,5.36459,2017-06-15T19:00:00.000Z
-2.35367281221e-14,5.45172,2017-06-15T20:00:00.000Z
-2.35367281221e-14,5.72715,2017-06-15T21:00:00.000Z
-2.35367281221e-14,4.03013,2017-06-15T22:00:00.000Z
-2.35367281221e-14,5.18696,2017-06-15T23:00:00.000Z
-2.35367281221e-14,6.02782,2017-06-16T00:00:00.000Z
-2.35367281221e-14,6.71987,2017-06-16T01:00:00.000Z
-2.35367281221e-14,6.89227,2017-06-16T02:00:00.000Z
21.0,21.2676,2017-06-16T03:00:00.000Z
228.0,379.979,2017-06-16T04:00:00.000Z
713.0,640.761,2017-06-16T05:00:00.000Z
1033.0,648.652,2017-06-16T06:00:00.000Z
1107.0,596.214,2017-06-16T07:00:00.000Z
1159.0,788.858,2017-06-16T08:00:00.000Z
1140.0,998.503,2017-06-16T09:00:00.000Z
1055.0,903.198,2017-06-16T10:00:00.000Z
916.0,803.328,2017-06-16T11:00:00.000Z
714.0,669.772,2017-06-16T13:00:00.000Z
445.0,371.893,2017-06-16T14:00:00.000Z
174.0,134.472,2017-06-16T15:00:00.000Z
60.0,47.5726,2017-06-16T16:00:00.000Z
11.0,6.2338,2017-06-16T17:00:00.000Z
-2.35367281221e-14,4.47075,2017-06-16T18:00:00.000Z
-2.35367281221e-14,5.36459,2017-06-16T19:00:00.000Z
-2.35367281221e-14,5.45172,2017-06-16T20:00:00.000Z
-2.35367281221e-14,5.72715,2017-06-16T21:00:00.000Z
-2.35367281221e-14,7.50412,2017-06-16T22:00:00.000Z
-2.35367281221e-14,7.69784,2017-06-16T23:00:00.000Z
-2.35367281221e-14,8.016,2017-06-17T00:00:00.000Z
-2.35367281221e-14,8.48659,2017-06-17T01:00:00.000Z
-2.35367281221e-14,8.05354,2017-06-17T02:00:00.000Z
9.0,26.9086,2017-06-17T03:00:00.000Z
396.0,377.641,2017-06-17T04:00:00.000Z
848.0,832.379,2017-06-17T05:00:00.000Z
1035.0,855.408,2017-06-17T06:00:00.000Z
1219.0,805.6,2017-06-17T07:00:00.000Z
1115.0,1146.68,2017-06-17T08:00:00.000Z
1070.0,1155.83,2017-06-17T09:00:00.000Z
1085.0,522.505,2017-06-17T10:00:00.000Z
924.0,889.935,2017-06-17T11:00:00.000Z
710.0,819.365,2017-06-17T13:00:00.000Z
447.0,353.307,2017-06-17T14:00:00.000Z
176.0,282.111,2017-06-17T15:00:00.000Z
39.0,96.9124,2017-06-17T16:00:00.000Z
4.0,11.1982,2017-06-17T17:00:00.000Z
-1.0,4.47075,2017-06-17T18:00:00.000Z
-2.35367281221e-14,5.36459,2017-06-17T19:00:00.000Z
-2.35367281221e-14,5.45172,2017-06-17T20:00:00.000Z
-2.35367281221e-14,5.72715,2017-06-17T21:00:00.000Z
-2.35367281221e-14,7.50412,2017-06-17T22:00:00.000Z
-2.35367281221e-14,7.69784,2017-06-17T23:00:00.000Z
-2.35367281221e-14,8.016,2017-06-18T00:00:00.000Z
-2.35367281221e-14,8.48656,2017-06-18T01:00:00.000Z
-2.35367281221e-14,8.0535,2017-06-18T02:00:00.000Z
14.0,18.6248,2017-06-18T03:00:00.000Z
376.0,191.067,2017-06-18T04:00:00.000Z
382.0,450.908,2017-06-18T05:00:00.000Z
