wattHours,predictedWattHours,created
42.0,352.994,2017-06-13T15:00:00.000Z
238.0,243.025,2017-06-13T16:00:00.000Z
330.0,299.528,2017-06-13T17:00:00.000Z
430.0,434.423,2017-06-13T18:00:00.000Z
3606.0,4937.61,2017-06-13T19:00:00.000Z
1700.0,3415.84,2017-06-13T20:00:00.000Z
1024.0,2135.35,2017-06-13T21:00:00.000Z
772.0,1822.68,2017-06-13T22:00:00.000Z
600.0,1898.87,2017-06-13T23:00:00.000Z
314.0,2613.06,2017-06-14T00:00:00.000Z
189.0,120.379,2017-06-14T01:00:00.000Z
211.0,327.083,2017-06-14T02:00:00.000Z
343.0,208.562,2017-06-14T03:00:00.000Z
236.0,213.347,2017-06-14T04:00:00.000Z
211.0,221.954,2017-06-14T05:00:00.000Z
192.0,334.917,2017-06-14T06:00:00.000Z
318.0,2941.86,2017-06-14T07:00:00.000Z
663.0,3016.96,2017-06-14T08:00:00.000Z
225.0,952.779,2017-06-14T09:00:00.000Z
159.0,619.646,2017-06-14T10:00:00.000Z
313.0,667.74,2017-06-14T11:00:00.000Z
410.0,681.319,2017-06-14T13:00:00.000Z
519.0,481.922,2017-06-14T14:00:00.000Z
203.0,-10.5642,2017-06-14T15:00:00.000Z
344.0,525.044,2017-06-14T16:00:00.000Z
1004.0,-121.017,2017-06-14T17:00:00.000Z
294.0,167.218,2017-06-14T18:00:00.000Z
3086.0,3808.49,2017-06-14T19:00:00.000Z
1602.0,3056.44,2017-06-14T20:00:00.000Z
2112.0,1738.24,2017-06-14T21:00:00.000Z
724.0,2054.99,2017-06-14T22:00:00.000Z
492.0,2488.12,2017-06-14T23:00:00.000Z
288.0,1968.4,2017-06-15T00:00:00.000Z
243.0,726.424,2017-06-15T01:00:00.000Z
237.0,342.244,2017-06-15T02:00:00.000Z
256.0,186.083,2017-06-15T03:00:00.000Z
226.0,154.516,2017-06-15T04:00:00.000Z
271.0,339.542,2017-06-15T05:00:00.000Z
3450.0,2931.78,2017-06-15T06:00:00.000Z
1911.0,2977.14,2017-06-15T07:00:00.000Z
422.0,1264.54,2017-06-15T08:00:00.000Z
294.0,1244.47,2017-06-15T09:00:00.000Z
143.0,1004.67,2017-06-15T10:00:00.000Z
9.0,765.518,2017-06-15T11:00:00.000Z
100.0,530.232,2017-06-15T13:00:00.000Z
65.0,332.822,2017-06-15T14:00:00.000Z
14.0,170.654,2017-06-15T15:00:00.000Z
0.0,464.744,2017-06-15T16:00:00.000Z
81.0,606.441,2017-06-15T17:00:00.000Z
3261.0,3467.88,2017-06-15T18:00:00.000Z
2563.0,2905.5,2017-06-15T19:00:00.000Z
264.0,2433.12,2017-06-15T20:00:00.000Z
251.0,1538.63,2017-06-15T21:00:00.000Z
243.0,2082.88,2017-06-15T22:00:00.000Z
1499.0,1565.54,2017-06-15T23:00:00.000Z
528.0,1679.89,2017-06-16T00:00:00.000Z
251.0,736.706,2017-06-16T01:00:00.000Z
262.0,255.108,2017-06-16T02:00:00.000Z
237.0,175.084,2017-06-16T03:00:00.000Z
257.0,210.029,2017-06-16T04:00:00.000Z
246.0,357.726,2017-06-16T05:00:00.000Z
398.0,996.641,2017-06-16T06:00:00.000Z
199.0,981.715,2017-06-16T07:00:00.000Z
32.0,999.838,2017-06-16T08:00:00.000Z
0.0,746.256,2017-06-16T09:00:00.000Z
0.0,1027.96,2017-06-16T10:00:00.000Z
841.0,861.546,2017-06-16T11:00:00.000Z
946.0,595.92,2017-06-16T13:00:00.000Z
1282.0,671.913,2017-06-16T14:00:00.000Z
583.0,126.538,2017-06-16T15:00:00.000Z
0.0,-24.4059,2017-06-16T16:00:00.000Z
27.0,2222.39,2017-06-16T17:00:00.000Z
2346.0,3590.31,2017-06-16T18:00:00.000Z
275.0,2701.98,2017-06-16T19:00:00.000Z
410.0,2538.57,2017-06-16T20:00:00.000Z
2014.0,2801.86,2017-06-16T21:00:00.000Z
554.0,1414.49,2017-06-16T22:00:00.000Z
755.0,1586.33,2017-06-16T23:00:00.000Z
924.0,1668.69,2017-06-17T00:00:00.000Z
225.0,311.842,2017-06-17T01:00:00.000Z
191.0,194.083,2017-06-17T02:00:00.000Z
208.0,193.051,2017-06-17T03:00:00.000Z
210.0,250.779,2017-06-17T04:00:00.000Z
579.0,386.99,2017-06-17T05:00:00.000Z
2060.0,3104.17,2017-06-17T06:00:00.000Z
1648.0,3287.88,2017-06-17T07:00:00.000Z
