wattHours,predictedWattHours,created
0.0,-3.78696,2017-06-15T12:30:00.000Z
0.0,-3.09004,2017-06-15T13:00:00.000Z
0.0,-1.5402,2017-06-15T13:30:00.000Z
0.0,1.45804,2017-06-15T14:00:00.000Z
0.0,5.18702,2017-06-15T14:30:00.000Z
6.0,21.0676,2017-06-15T15:00:00.000Z
30.0,39.1471,2017-06-15T15:30:00.000Z
73.0,59.8581,2017-06-15T16:00:00.000Z
98.0,95.7156,2017-06-15T16:30:00.000Z
161.0,193.935,2017-06-15T17:00:00.000Z
106.0,283.876,2017-06-15T17:30:00.000Z
141.0,336.904,2017-06-15T18:00:00.000Z
591.0,461.438,2017-06-15T18:30:00.000Z
668.0,518.53,2017-06-15T19:00:00.000Z
631.0,599.88,2017-06-15T19:30:00.000Z
581.0,624.334,2017-06-15T20:00:00.000Z
553.0,652.639,2017-06-15T20:30:00.000Z
712.0,693.555,2017-06-15T21:00:00.000Z
866.0,747.99,2017-06-15T21:30:00.000Z
865.0,798.023,2017-06-15T22:00:00.000Z
892.0,806.085,2017-06-15T22:30:00.000Z
863.0,774.861,2017-06-15T23:00:00.000Z
855.0,766.632,2017-06-15T23:30:00.000Z
824.0,665.581,2017-06-16T00:00:00.000Z
760.0,505.914,2017-06-16T00:30:00.000Z
707.0,466.448,2017-06-16T01:00:00.000Z
527.0,301.07,2017-06-16T01:30:00.000Z
457.0,235.047,2017-06-16T02:00:00.000Z
344.0,205.116,2017-06-16T02:30:00.000Z
279.0,191.224,2017-06-16T03:00:00.000Z
190.0,119.01,2017-06-16T03:30:00.000Z
87.0,45.5645,2017-06-16T04:00:00.000Z
33.0,5.68897,2017-06-16T04:30:00.000Z
6.0,-23.7806,2017-06-16T05:00:00.000Z
0.0,-31.046,2017-06-16T05:30:00.000Z
0.0,-30.5812,2017-06-16T06:00:00.000Z
0.0,-29.5113,2017-06-16T06:30:00.000Z
0.0,-26.3024,2017-06-16T07:00:00.000Z
