wattHours,predictedWattHours,created
1.46549439251e-14,0.991119,2017-06-14T14:30:00.000Z
1.46549439251e-14,0.991119,2017-06-14T15:00:00.000Z
1.46549439251e-14,0.551439,2017-06-14T15:30:00.000Z
1.46549439251e-14,0.551439,2017-06-14T16:00:00.000Z
1.46549439251e-14,0.526618,2017-06-14T16:30:00.000Z
1.46549439251e-14,0.667573,2017-06-14T17:00:00.000Z
1.46549439251e-14,0.667573,2017-06-14T17:30:00.000Z
1.46549439251e-14,0.326566,2017-06-14T18:00:00.000Z
1.46549439251e-14,0.326566,2017-06-14T18:30:00.000Z
1.46549439251e-14,-0.144979,2017-06-14T19:00:00.000Z
1.46549439251e-14,-0.144979,2017-06-14T19:30:00.000Z
1.46549439251e-14,-0.412284,2017-06-14T20:00:00.000Z
1.46549439251e-14,-0.412284,2017-06-14T20:30:00.000Z
1.46549439251e-14,-0.801599,2017-06-14T21:00:00.000Z
1.46549439251e-14,-0.801599,2017-06-14T21:30:00.000Z
-1.0,-0.174416,2017-06-14T22:00:00.000Z
13.0,23.906,2017-06-14T22:30:00.000Z
59.0,118.592,2017-06-14T23:00:00.000Z
77.0,217.591,2017-06-14T23:30:00.000Z
297.0,264.033,2017-06-15T00:00:00.000Z
210.0,269.486,2017-06-15T00:30:00.000Z
182.0,311.477,2017-06-15T01:00:00.000Z
577.0,361.126,2017-06-15T01:30:00.000Z
515.0,378.449,2017-06-15T02:00:00.000Z
518.0,454.124,2017-06-15T02:30:00.000Z
394.0,467.157,2017-06-15T03:00:00.000Z
515.0,470.131,2017-06-15T03:30:00.000Z
643.0,382.067,2017-06-15T04:00:00.000Z
573.0,485.06,2017-06-15T04:30:00.000Z
540.0,387.265,2017-06-15T05:00:00.000Z
83.0,46.5012,2017-06-15T05:30:00.000Z
40.0,28.2938,2017-06-15T06:00:00.000Z
22.0,21.3795,2017-06-15T06:30:00.000Z
20.0,11.3717,2017-06-15T07:00:00.000Z
4.0,1.63326,2017-06-15T07:30:00.000Z
-1.0,0.506301,2017-06-15T08:00:00.000Z
1.46549439251e-14,0.506301,2017-06-15T08:30:00.000Z
1.46549439251e-14,0.118284,2017-06-15T09:00:00.000Z
1.46549439251e-14,0.118284,2017-06-15T09:30:00.000Z
1.46549439251e-14,0.0200188,2017-06-15T10:00:00.000Z
1.46549439251e-14,0.0200188,2017-06-15T10:30:00.000Z
1.46549439251e-14,0.2121,2017-06-15T11:00:00.000Z
1.46549439251e-14,0.2121,2017-06-15T11:30:00.000Z
1.46549439251e-14,0.526618,2017-06-15T12:30:00.000Z
1.46549439251e-14,0.667573,2017-06-15T13:00:00.000Z
1.46549439251e-14,0.667573,2017-06-15T13:30:00.000Z
1.46549439251e-14,0.326566,2017-06-15T14:00:00.000Z
1.46549439251e-14,0.326566,2017-06-15T14:30:00.000Z
1.46549439251e-14,-0.144979,2017-06-15T15:00:00.000Z
1.46549439251e-14,-0.144979,2017-06-15T15:30:00.000Z
1.46549439251e-14,-0.412284,2017-06-15T16:00:00.000Z
1.46549439251e-14,-0.412284,2017-06-15T16:30:00.000Z
1.46549439251e-14,-0.801599,2017-06-15T17:00:00.000Z
1.46549439251e-14,-0.801599,2017-06-15T17:30:00.000Z
1.46549439251e-14,-0.831425,2017-06-15T18:00:00.000Z
22.0,16.5955,2017-06-15T18:30:00.000Z
38.0,123.847,2017-06-15T19:00:00.000Z
189.0,242.522,2017-06-15T19:30:00.000Z
300.0,291.969,2017-06-15T20:00:00.000Z
413.0,296.419,2017-06-15T20:30:00.000Z
509.0,313.455,2017-06-15T21:00:00.000Z
524.0,345.557,2017-06-15T21:30:00.000Z
547.0,281.22,2017-06-15T22:00:00.000Z
560.0,375.655,2017-06-15T22:30:00.000Z
579.0,302.154,2017-06-15T23:00:00.000Z
580.0,414.804,2017-06-15T23:30:00.000Z
578.0,495.36,2017-06-16T00:00:00.000Z
563.0,438.332,2017-06-16T00:30:00.000Z
544.0,455.237,2017-06-16T01:00:00.000Z
511.0,425.127,2017-06-16T01:30:00.000Z
478.0,402.063,2017-06-16T02:00:00.000Z
438.0,388.178,2017-06-16T02:30:00.000Z
387.0,372.804,2017-06-16T03:00:00.000Z
327.0,307.15,2017-06-16T03:30:00.000Z
259.0,244.207,2017-06-16T04:00:00.000Z
186.0,167.971,2017-06-16T04:30:00.000Z
116.0,92.4844,2017-06-16T05:00:00.000Z
58.0,58.2778,2017-06-16T05:30:00.000Z
33.0,31.0133,2017-06-16T06:00:00.000Z
27.0,21.6979,2017-06-16T06:30:00.000Z
12.0,3.64549,2017-06-16T07:00:00.000Z
-1.0,2.51659,2017-06-16T07:30:00.000Z
1.46549439251e-14,0.506301,2017-06-16T08:00:00.000Z
1.46549439251e-14,0.506301,2017-06-16T08:30:00.000Z
1.46549439251e-14,0.118284,2017-06-16T09:00:00.000Z
1.46549439251e-14,0.118284,2017-06-16T09:30:00.000Z
1.46549439251e-14,0.0200188,2017-06-16T10:00:00.000Z
1.46549439251e-14,0.0200188,2017-06-16T10:30:00.000Z
1.46549439251e-14,0.2121,2017-06-16T11:00:00.000Z
1.46549439251e-14,0.2121,2017-06-16T11:30:00.000Z
1.46549439251e-14,0.0727196,2017-06-16T12:30:00.000Z
1.46549439251e-14,-0.125349,2017-06-16T13:00:00.000Z
1.46549439251e-14,-0.125349,2017-06-16T13:30:00.000Z
1.46549439251e-14,-1.28364,2017-06-16T14:00:00.000Z
1.46549439251e-14,-1.28364,2017-06-16T14:30:00.000Z
1.46549439251e-14,-1.90005,2017-06-16T15:00:00.000Z
1.46549439251e-14,-1.90005,2017-06-16T15:30:00.000Z
1.46549439251e-14,-2.34816,2017-06-16T16:00:00.000Z
1.46549439251e-14,-2.34816,2017-06-16T16:30:00.000Z
1.46549439251e-14,-2.8705,2017-06-16T17:00:00.000Z
1.46549439251e-14,-2.8705,2017-06-16T17:30:00.000Z
-1.0,-4.39447,2017-06-16T18:00:00.000Z
10.0,39.615,2017-06-16T18:30:00.000Z
71.0,108.483,2017-06-16T19:00:00.000Z
325.0,164.215,2017-06-16T19:30:00.000Z
393.0,201.677,2017-06-16T20:00:00.000Z
455.0,249.486,2017-06-16T20:30:00.000Z
538.0,392.541,2017-06-16T21:00:00.000Z
497.0,387.194,2017-06-16T21:30:00.000Z
602.0,342.932,2017-06-16T22:00:00.000Z
617.0,254.939,2017-06-16T22:30:00.000Z
572.0,405.57,2017-06-16T23:00:00.000Z
542.0,473.456,2017-06-16T23:30:00.000Z
598.0,507.127,2017-06-17T00:00:00.000Z
471.0,520.095,2017-06-17T00:30:00.000Z
565.0,290.548,2017-06-17T01:00:00.000Z
520.0,344.713,2017-06-17T01:30:00.000Z
486.0,490.299,2017-06-17T02:00:00.000Z
439.0,449.688,2017-06-17T02:30:00.000Z
384.0,412.286,2017-06-17T03:00:00.000Z
326.0,214.108,2017-06-17T03:30:00.000Z
259.0,189.521,2017-06-17T04:00:00.000Z
188.0,186.833,2017-06-17T04:30:00.000Z
119.0,126.178,2017-06-17T05:00:00.000Z
57.0,89.7295,2017-06-17T05:30:00.000Z
23.0,62.7458,2017-06-17T06:00:00.000Z
15.0,29.2238,2017-06-17T06:30:00.000Z
5.0,20.2667,2017-06-17T07:00:00.000Z
-1.0,8.30851,2017-06-17T07:30:00.000Z
-1.0,0.506301,2017-06-17T08:00:00.000Z
1.46549439251e-14,0.506301,2017-06-17T08:30:00.000Z
1.46549439251e-14,0.118284,2017-06-17T09:00:00.000Z
1.46549439251e-14,0.118284,2017-06-17T09:30:00.000Z
1.46549439251e-14,0.0200188,2017-06-17T10:00:00.000Z
1.46549439251e-14,0.0200188,2017-06-17T10:30:00.000Z
1.46549439251e-14,0.2121,2017-06-17T11:00:00.000Z
1.46549439251e-14,0.2121,2017-06-17T11:30:00.000Z
1.46549439251e-14,0.0727196,2017-06-17T12:30:00.000Z
1.46549439251e-14,-0.125349,2017-06-17T13:00:00.000Z
1.46549439251e-14,-0.125349,2017-06-17T13:30:00.000Z
1.46549439251e-14,-1.28364,2017-06-17T14:00:00.000Z
1.46549439251e-14,-1.28364,2017-06-17T14:30:00.000Z
1.46549439251e-14,-1.90005,2017-06-17T15:00:00.000Z
1.46549439251e-14,-1.90005,2017-06-17T15:30:00.000Z
1.46549439251e-14,-2.34816,2017-06-17T16:00:00.000Z
1.46549439251e-14,-2.34816,2017-06-17T16:30:00.000Z
1.46549439251e-14,-2.8705,2017-06-17T17:00:00.000Z
1.46549439251e-14,-2.8705,2017-06-17T17:30:00.000Z
1.46549439251e-14,-4.39447,2017-06-17T18:00:00.000Z
14.0,14.9043,2017-06-17T18:30:00.000Z
87.0,119.927,2017-06-17T19:00:00.000Z
289.0,148.353,2017-06-17T19:30:00.000Z
214.0,210.034,2017-06-17T20:00:00.000Z
168.0,222.496,2017-06-17T20:30:00.000Z
135.0,342.91,2017-06-17T21:00:00.000Z
132.0,344.651,2017-06-17T21:30:00.000Z
187.0,375.188,2017-06-17T22:00:00.000Z
288.0,333.526,2017-06-17T22:30:00.000Z
553.0,353.945,2017-06-17T23:00:00.000Z
620.0,329.17,2017-06-17T23:30:00.000Z
279.0,369.085,2017-06-18T00:00:00.000Z
253.0,340.423,2017-06-18T00:30:00.000Z
92.0,330.741,2017-06-18T01:00:00.000Z
107.0,267.166,2017-06-18T01:30:00.000Z
133.0,233.152,2017-06-18T02:00:00.000Z
123.0,193.374,2017-06-18T02:30:00.000Z
55.0,156.346,2017-06-18T03:00:00.000Z
53.0,100.823,2017-06-18T03:30:00.000Z
30.0,95.0394,2017-06-18T04:00:00.000Z
13.0,76.6213,2017-06-18T04:30:00.000Z
-1.0,15.3278,2017-06-18T05:00:00.000Z
1.46549439251e-14,0.807954,2017-06-18T05:30:00.000Z
1.46549439251e-14,1.83698,2017-06-18T06:00:00.000Z
1.46549439251e-14,1.7204,2017-06-18T06:30:00.000Z
1.46549439251e-14,1.7204,2017-06-18T07:00:00.000Z
1.46549439251e-14,1.1672,2017-06-18T07:30:00.000Z
1.46549439251e-14,1.1672,2017-06-18T08:00:00.000Z
1.46549439251e-14,1.4574,2017-06-18T08:30:00.000Z
1.46549439251e-14,1.51461,2017-06-18T09:00:00.000Z
527.0,412.749,2017-06-18T09:30:00.000Z
452.0,385.625,2017-06-18T10:00:00.000Z
450.0,381.971,2017-06-18T10:30:00.000Z
375.0,333.519,2017-06-18T11:00:00.000Z
307.0,278.909,2017-06-18T11:30:00.000Z
263.0,233.704,2017-06-18T12:30:00.000Z
174.0,180.013,2017-06-18T13:00:00.000Z
138.0,78.6651,2017-06-18T13:30:00.000Z
66.0,75.3265,2017-06-18T14:00:00.000Z
24.0,41.9604,2017-06-18T14:30:00.000Z
12.0,25.0264,2017-06-18T15:00:00.000Z
3.0,17.3499,2017-06-18T15:30:00.000Z
1.46549439251e-14,3.78089,2017-06-18T16:00:00.000Z
-1.0,-0.278872,2017-06-18T16:30:00.000Z
1.46549439251e-14,0.672541,2017-06-18T17:00:00.000Z
1.46549439251e-14,0.704722,2017-06-18T17:30:00.000Z
1.46549439251e-14,0.704722,2017-06-18T18:00:00.000Z
1.46549439251e-14,0.991119,2017-06-18T18:30:00.000Z
