wattHours,predictedWattHours,created
42.0,141.206,2017-06-13T15:00:00.000Z
238.0,253.998,2017-06-13T16:00:00.000Z
330.0,385.232,2017-06-13T17:00:00.000Z
430.0,1091.42,2017-06-13T18:00:00.000Z
3606.0,2311.8,2017-06-13T19:00:00.000Z
1700.0,2888.1,2017-06-13T20:00:00.000Z
1024.0,2509.2,2017-06-13T21:00:00.000Z
772.0,1598.5,2017-06-13T22:00:00.000Z
600.0,1582.62,2017-06-13T23:00:00.000Z
314.0,2141.26,2017-06-14T00:00:00.000Z
189.0,2134.11,2017-06-14T01:00:00.000Z
211.0,726.471,2017-06-14T02:00:00.000Z
343.0,678.716,2017-06-14T03:00:00.000Z
236.0,700.265,2017-06-14T04:00:00.000Z
211.0,757.233,2017-06-14T05:00:00.000Z
192.0,833.133,2017-06-14T06:00:00.000Z
318.0,2867.06,2017-06-14T07:00:00.000Z
663.0,2402.35,2017-06-14T08:00:00.000Z
225.0,1165.2,2017-06-14T09:00:00.000Z
159.0,1189.04,2017-06-14T10:00:00.000Z
313.0,1374.3,2017-06-14T11:00:00.000Z
410.0,1048.13,2017-06-14T13:00:00.000Z
519.0,1122.93,2017-06-14T14:00:00.000Z
203.0,138.263,2017-06-14T15:00:00.000Z
344.0,1661.1,2017-06-14T16:00:00.000Z
1004.0,400.314,2017-06-14T17:00:00.000Z
294.0,517.768,2017-06-14T18:00:00.000Z
3086.0,3421.32,2017-06-14T19:00:00.000Z
1602.0,2658.2,2017-06-14T20:00:00.000Z
2112.0,2089.87,2017-06-14T21:00:00.000Z
724.0,1704.22,2017-06-14T22:00:00.000Z
492.0,1746.74,2017-06-14T23:00:00.000Z
288.0,1087.8,2017-06-15T00:00:00.000Z
243.0,916.418,2017-06-15T01:00:00.000Z
237.0,883.555,2017-06-15T02:00:00.000Z
256.0,896.727,2017-06-15T03:00:00.000Z
226.0,931.975,2017-06-15T04:00:00.000Z
271.0,965.271,2017-06-15T05:00:00.000Z
3450.0,2873.55,2017-06-15T06:00:00.000Z
1911.0,2451.7,2017-06-15T07:00:00.000Z
422.0,1415.44,2017-06-15T08:00:00.000Z
294.0,1317.79,2017-06-15T09:00:00.000Z
143.0,1141.77,2017-06-15T10:00:00.000Z
9.0,972.462,2017-06-15T11:00:00.000Z
100.0,1178.67,2017-06-15T13:00:00.000Z
65.0,138.892,2017-06-15T14:00:00.000Z
14.0,293.743,2017-06-15T15:00:00.000Z
0.0,465.552,2017-06-15T16:00:00.000Z
81.0,556.153,2017-06-15T17:00:00.000Z
3261.0,3222.81,2017-06-15T18:00:00.000Z
2563.0,2438.13,2017-06-15T19:00:00.000Z
264.0,2266.97,2017-06-15T20:00:00.000Z
251.0,2014.15,2017-06-15T21:00:00.000Z
243.0,2354.15,2017-06-15T22:00:00.000Z
1499.0,1931.64,2017-06-15T23:00:00.000Z
528.0,1870.73,2017-06-16T00:00:00.000Z
251.0,975.785,2017-06-16T01:00:00.000Z
262.0,866.675,2017-06-16T02:00:00.000Z
237.0,834.813,2017-06-16T03:00:00.000Z
257.0,850.895,2017-06-16T04:00:00.000Z
246.0,933.532,2017-06-16T05:00:00.000Z
398.0,1126.96,2017-06-16T06:00:00.000Z
199.0,1100.92,2017-06-16T07:00:00.000Z
32.0,1089.59,2017-06-16T08:00:00.000Z
0.0,1286.26,2017-06-16T09:00:00.000Z
0.0,1368.46,2017-06-16T10:00:00.000Z
841.0,1657.36,2017-06-16T11:00:00.000Z
946.0,1578.05,2017-06-16T13:00:00.000Z
1282.0,373.68,2017-06-16T14:00:00.000Z
583.0,321.228,2017-06-16T15:00:00.000Z
0.0,757.095,2017-06-16T16:00:00.000Z
27.0,1631.93,2017-06-16T17:00:00.000Z
2346.0,3293.13,2017-06-16T18:00:00.000Z
275.0,2519.82,2017-06-16T19:00:00.000Z
410.0,2226.81,2017-06-16T20:00:00.000Z
2014.0,2165.07,2017-06-16T21:00:00.000Z
554.0,1620.05,2017-06-16T22:00:00.000Z
755.0,1548.24,2017-06-16T23:00:00.000Z
924.0,1161.8,2017-06-17T00:00:00.000Z
225.0,764.076,2017-06-17T01:00:00.000Z
191.0,719.711,2017-06-17T02:00:00.000Z
208.0,744.094,2017-06-17T03:00:00.000Z
210.0,783.305,2017-06-17T04:00:00.000Z
579.0,881.533,2017-06-17T05:00:00.000Z
2060.0,2901.07,2017-06-17T06:00:00.000Z
1648.0,2600.81,2017-06-17T07:00:00.000Z
9.0,1388.17,2017-06-17T08:00:00.000Z
0.0,1809.96,2017-06-17T09:00:00.000Z
3.0,1776.45,2017-06-17T10:00:00.000Z
4.0,1394.66,2017-06-17T11:00:00.000Z
0.0,1287.34,2017-06-17T13:00:00.000Z
61.0,203.733,2017-06-17T14:00:00.000Z
82.0,491.103,2017-06-17T15:00:00.000Z
0.0,388.077,2017-06-17T16:00:00.000Z
18.0,589.669,2017-06-17T17:00:00.000Z
1865.0,3218.07,2017-06-17T18:00:00.000Z
451.0,2299.11,2017-06-17T19:00:00.000Z
643.0,2337.55,2017-06-17T20:00:00.000Z
1371.0,2258.12,2017-06-17T21:00:00.000Z
667.0,1528.95,2017-06-17T22:00:00.000Z
439.0,1807.48,2017-06-17T23:00:00.000Z
194.0,2176.24,2017-06-18T00:00:00.000Z
166.0,853.758,2017-06-18T01:00:00.000Z
158.0,770.863,2017-06-18T02:00:00.000Z
180.0,775.151,2017-06-18T03:00:00.000Z
154.0,830.35,2017-06-18T04:00:00.000Z
152.0,904.294,2017-06-18T05:00:00.000Z
221.0,1895.95,2017-06-18T06:00:00.000Z
2310.0,2188.19,2017-06-18T07:00:00.000Z
307.0,1263.36,2017-06-18T08:00:00.000Z
282.0,1130.9,2017-06-18T09:00:00.000Z
6.0,908.964,2017-06-18T10:00:00.000Z
62.0,1008.71,2017-06-18T11:00:00.000Z
0.0,699.753,2017-06-18T13:00:00.000Z
0.0,140.586,2017-06-18T14:00:00.000Z
0.0,310.516,2017-06-18T15:00:00.000Z
8.0,405.627,2017-06-18T16:00:00.000Z
268.0,596.777,2017-06-18T17:00:00.000Z
2585.0,3332.12,2017-06-18T18:00:00.000Z
225.0,1497.66,2017-06-18T19:00:00.000Z
1049.0,1155.22,2017-06-18T20:00:00.000Z
253.0,1357.57,2017-06-18T21:00:00.000Z
289.0,1378.46,2017-06-18T22:00:00.000Z
2173.0,1523.51,2017-06-18T23:00:00.000Z
2038.0,1043.68,2017-06-19T00:00:00.000Z
187.0,732.444,2017-06-19T01:00:00.000Z
173.0,720.351,2017-06-19T02:00:00.000Z
157.0,723.879,2017-06-19T03:00:00.000Z
156.0,768.112,2017-06-19T04:00:00.000Z
154.0,869.63,2017-06-19T05:00:00.000Z
306.0,2892.43,2017-06-19T06:00:00.000Z
518.0,2425.22,2017-06-19T07:00:00.000Z
269.0,983.797,2017-06-19T08:00:00.000Z
98.0,1213.1,2017-06-19T09:00:00.000Z
34.0,1114.01,2017-06-19T10:00:00.000Z
58.0,694.849,2017-06-19T11:00:00.000Z
0.0,958.406,2017-06-19T13:00:00.000Z
0.0,-40.8036,2017-06-19T14:00:00.000Z
2491.0,1654.3,2017-06-19T15:00:00.000Z
155.0,1038.42,2017-06-19T16:00:00.000Z
278.0,2320.7,2017-06-19T17:00:00.000Z
882.0,2382.5,2017-06-19T18:00:00.000Z
1078.0,1666.25,2017-06-19T19:00:00.000Z
272.0,2055.89,2017-06-19T20:00:00.000Z
151.0,2112.41,2017-06-19T21:00:00.000Z
158.0,1502.68,2017-06-19T22:00:00.000Z
148.0,748.862,2017-06-19T23:00:00.000Z
160.0,804.343,2017-06-20T00:00:00.000Z
161.0,889.861,2017-06-20T01:00:00.000Z
267.0,917.468,2017-06-20T02:00:00.000Z
896.0,2587.22,2017-06-20T03:00:00.000Z
561.0,1902.16,2017-06-20T04:00:00.000Z
153.0,951.886,2017-06-20T05:00:00.000Z
252.0,979.399,2017-06-20T06:00:00.000Z
368.0,982.825,2017-06-20T07:00:00.000Z
0.0,957.556,2017-06-20T08:00:00.000Z
45.0,752.03,2017-06-20T09:00:00.000Z
0.0,141.135,2017-06-20T10:00:00.000Z
25.0,289.782,2017-06-20T11:00:00.000Z
0.0,446.024,2017-06-20T13:00:00.000Z
231.0,612.361,2017-06-20T14:00:00.000Z
2306.0,2071.81,2017-06-20T15:00:00.000Z
