wattHours,predictedWattHours,created
741.0,700.18,2017-06-13T15:00:00.000Z
579.0,721.163,2017-06-13T16:00:00.000Z
457.0,807.783,2017-06-13T17:00:00.000Z
895.0,949.89,2017-06-13T18:00:00.000Z
1503.0,342.224,2017-06-13T19:00:00.000Z
352.0,-19.9785,2017-06-13T20:00:00.000Z
874.0,-151.326,2017-06-13T21:00:00.000Z
911.0,-508.948,2017-06-13T22:00:00.000Z
427.0,-387.445,2017-06-13T23:00:00.000Z
-101.0,482.666,2017-06-14T00:00:00.000Z
733.0,-49.0465,2017-06-14T01:00:00.000Z
398.0,313.839,2017-06-14T02:00:00.000Z
807.0,424.428,2017-06-14T03:00:00.000Z
1296.0,1523.43,2017-06-14T04:00:00.000Z
1543.0,1494.64,2017-06-14T05:00:00.000Z
740.0,1218.4,2017-06-14T06:00:00.000Z
402.0,966.492,2017-06-14T07:00:00.000Z
327.0,774.243,2017-06-14T08:00:00.000Z
470.0,795.156,2017-06-14T09:00:00.000Z
569.0,645.52,2017-06-14T10:00:00.000Z
433.0,619.453,2017-06-14T11:00:00.000Z
381.0,671.994,2017-06-14T13:00:00.000Z
557.0,707.393,2017-06-14T14:00:00.000Z
556.0,709.517,2017-06-14T15:00:00.000Z
616.0,863.345,2017-06-14T16:00:00.000Z
653.0,648.391,2017-06-14T17:00:00.000Z
704.0,183.701,2017-06-14T18:00:00.000Z
-170.0,-72.3231,2017-06-14T19:00:00.000Z
-336.0,-205.232,2017-06-14T20:00:00.000Z
-546.0,-48.3995,2017-06-14T21:00:00.000Z
224.0,-539.723,2017-06-14T22:00:00.000Z
282.0,-249.758,2017-06-14T23:00:00.000Z
28.0,19.0305,2017-06-15T00:00:00.000Z
256.0,393.18,2017-06-15T01:00:00.000Z
1594.0,1600.9,2017-06-15T02:00:00.000Z
580.0,1557.44,2017-06-15T03:00:00.000Z
930.0,1801.66,2017-06-15T04:00:00.000Z
1011.0,1705.12,2017-06-15T05:00:00.000Z
1296.0,1224.13,2017-06-15T06:00:00.000Z
1507.0,901.507,2017-06-15T07:00:00.000Z
447.0,742.273,2017-06-15T08:00:00.000Z
356.0,571.02,2017-06-15T09:00:00.000Z
345.0,557.003,2017-06-15T10:00:00.000Z
357.0,582.017,2017-06-15T11:00:00.000Z
358.0,620.059,2017-06-15T13:00:00.000Z
539.0,787.298,2017-06-15T14:00:00.000Z
592.0,949.048,2017-06-15T15:00:00.000Z
702.0,789.137,2017-06-15T16:00:00.000Z
754.0,734.673,2017-06-15T17:00:00.000Z
546.0,280.928,2017-06-15T18:00:00.000Z
340.0,81.115,2017-06-15T19:00:00.000Z
612.0,32.9438,2017-06-15T20:00:00.000Z
492.0,474.376,2017-06-15T21:00:00.000Z
-556.0,-196.31,2017-06-15T22:00:00.000Z
-228.0,11.8477,2017-06-15T23:00:00.000Z
377.0,276.176,2017-06-16T00:00:00.000Z
-456.0,853.573,2017-06-16T01:00:00.000Z
1564.0,1627.78,2017-06-16T02:00:00.000Z
2665.0,1815.23,2017-06-16T03:00:00.000Z
1418.0,1642.4,2017-06-16T04:00:00.000Z
1503.0,1534.87,2017-06-16T05:00:00.000Z
1276.0,1299.19,2017-06-16T06:00:00.000Z
935.0,971.258,2017-06-16T07:00:00.000Z
443.0,674.721,2017-06-16T08:00:00.000Z
304.0,570.805,2017-06-16T09:00:00.000Z
277.0,561.227,2017-06-16T10:00:00.000Z
288.0,594.683,2017-06-16T11:00:00.000Z
282.0,616.218,2017-06-16T13:00:00.000Z
346.0,702.554,2017-06-16T14:00:00.000Z
436.0,721.629,2017-06-16T15:00:00.000Z
360.0,754.234,2017-06-16T16:00:00.000Z
180.0,766.092,2017-06-16T17:00:00.000Z
-193.0,719.592,2017-06-16T18:00:00.000Z
153.0,529.107,2017-06-16T19:00:00.000Z
1085.0,208.954,2017-06-16T20:00:00.000Z
913.0,-29.9508,2017-06-16T21:00:00.000Z
-548.0,-18.2789,2017-06-16T22:00:00.000Z
-737.0,226.339,2017-06-16T23:00:00.000Z
-618.0,114.809,2017-06-17T00:00:00.000Z
-258.0,398.607,2017-06-17T01:00:00.000Z
-19.0,668.912,2017-06-17T02:00:00.000Z
1260.0,1127.16,2017-06-17T03:00:00.000Z
1580.0,1436.34,2017-06-17T04:00:00.000Z
1035.0,1342.13,2017-06-17T05:00:00.000Z
949.0,1071.87,2017-06-17T06:00:00.000Z
905.0,856.24,2017-06-17T07:00:00.000Z
822.0,694.388,2017-06-17T08:00:00.000Z
365.0,565.565,2017-06-17T09:00:00.000Z
366.0,567.272,2017-06-17T10:00:00.000Z
361.0,592.628,2017-06-17T11:00:00.000Z
361.0,633.215,2017-06-17T13:00:00.000Z
420.0,671.013,2017-06-17T14:00:00.000Z
518.0,773.81,2017-06-17T15:00:00.000Z
932.0,862.853,2017-06-17T16:00:00.000Z
806.0,548.689,2017-06-17T17:00:00.000Z
-96.0,244.754,2017-06-17T18:00:00.000Z
-482.0,359.144,2017-06-17T19:00:00.000Z
-799.0,166.035,2017-06-17T20:00:00.000Z
-930.0,-400.798,2017-06-17T21:00:00.000Z
-991.0,-479.8,2017-06-17T22:00:00.000Z
-961.0,-493.215,2017-06-17T23:00:00.000Z
-827.0,-214.903,2017-06-18T00:00:00.000Z
-605.0,139.568,2017-06-18T01:00:00.000Z
-161.0,735.81,2017-06-18T02:00:00.000Z
547.0,1756.62,2017-06-18T03:00:00.000Z
1042.0,1904.8,2017-06-18T04:00:00.000Z
962.0,1581.43,2017-06-18T05:00:00.000Z
1072.0,1164.29,2017-06-18T06:00:00.000Z
