wattHours,predictedWattHours,created
0.0,-3.729,2017-06-16T01:00:00.000Z
0.0,8.79546,2017-06-16T01:30:00.000Z
0.0,20.7885,2017-06-16T02:00:00.000Z
0.0,32.4494,2017-06-16T02:30:00.000Z
0.0,24.9688,2017-06-16T03:00:00.000Z
0.0,16.3958,2017-06-16T03:30:00.000Z
0.0,5.1275,2017-06-16T04:00:00.000Z
0.0,-11.0058,2017-06-16T04:30:00.000Z
0.0,-19.183,2017-06-16T05:00:00.000Z
0.0,-17.9864,2017-06-16T05:30:00.000Z
0.0,-18.4335,2017-06-16T06:00:00.000Z
0.0,-15.6566,2017-06-16T06:30:00.000Z
0.0,3.60479,2017-06-16T07:00:00.000Z
0.0,39.2582,2017-06-16T07:30:00.000Z
0.0,88.9895,2017-06-16T08:00:00.000Z
0.0,137.499,2017-06-16T08:30:00.000Z
0.0,116.075,2017-06-16T09:00:00.000Z
0.0,104.054,2017-06-16T09:30:00.000Z
3.0,247.236,2017-06-16T10:00:00.000Z
18.0,238.839,2017-06-16T10:30:00.000Z
12.0,224.158,2017-06-16T11:00:00.000Z
6.0,213.938,2017-06-16T11:30:00.000Z
17.0,187.551,2017-06-16T12:30:00.000Z
18.0,176.78,2017-06-16T13:00:00.000Z
18.0,153.047,2017-06-16T13:30:00.000Z
12.0,138.837,2017-06-16T14:00:00.000Z
18.0,125.569,2017-06-16T14:30:00.000Z
18.0,75.4784,2017-06-16T15:00:00.000Z
18.0,73.3067,2017-06-16T15:30:00.000Z
16.0,14.1434,2017-06-16T16:00:00.000Z
988.0,437.405,2017-06-16T16:30:00.000Z
0.0,309.489,2017-06-16T17:00:00.000Z
0.0,217.013,2017-06-16T17:30:00.000Z
0.0,366.106,2017-06-16T18:00:00.000Z
0.0,180.211,2017-06-16T18:30:00.000Z
0.0,-13.1164,2017-06-16T19:00:00.000Z
0.0,-38.9049,2017-06-16T19:30:00.000Z
0.0,-26.5081,2017-06-16T20:00:00.000Z
0.0,-16.6301,2017-06-16T20:30:00.000Z
0.0,-2.10848,2017-06-16T21:00:00.000Z
0.0,47.9321,2017-06-16T21:30:00.000Z
0.0,296.143,2017-06-16T22:00:00.000Z
0.0,57.7974,2017-06-16T22:30:00.000Z
0.0,129.158,2017-06-16T23:00:00.000Z
0.0,338.882,2017-06-16T23:30:00.000Z
0.0,58.4221,2017-06-17T00:00:00.000Z
0.0,45.9633,2017-06-17T00:30:00.000Z
0.0,32.5197,2017-06-17T01:00:00.000Z
